address1,voice,Number of employees,address2,address3,city,state,postal_code,country,web,NAICS-Description,NAICS-Number,Additional Comment,Lead Origin,Notes,temp_cntct_id
The Boon Group Inc,(512) 339 4441,200-499,6300 Bridge Point Pkwy,Building 3,Austin,Texas,78730,United States,www.theboongroup.com,Insurance,0,1982,LF,;Jonathan Green jgreen@apolloendo.com downloaded worksheet to calculate ERP ROI;;;;;;;;,880
The Bruery,(714) 996 6258,100-199,715 Dunn Way,,Placentia,California,92870,United States,www.thebruery.com,Manufacturing,46210,2008,LF,Not in the office right now;;;;;;;;;,881
The Clarke Group,(604) 820 3800,,,,Mission (BC),,,Canada,,,,,LF,;;;;;;;;;,882
The Culver Studio,(310) 202 1234,200-499,9336 Washington Blvd,,Culver City,California,90232,United States,www.theculverstudios.com,Media Production,,1918,LF,;Rudy Alcala IT Mgr; James Bass VP Finance;;;;;;;;,883
The Dimensional Group,(800) 392 0890,100-199,325 N Jackson Ave,,Mason City,Iowa,50401,United States,www.dimensionalgroup.com,Design,733603,1987,LF,;;;;;;;;;,884
The Drake Company,(800) 299 5644,200-499,1401 Greengrass Dr,,Houston,Texas,77008,United States,www.drakecontainer.com,Package/Freight Delivery,,1969,LF,jcarrico@drakecontainer.com John Carrico CEO;;;;;;;;;,885
The ExOne Company,(877) 773 9663,200-499,127 Industry Boulevard,,Irwin,Pennsylvania,15642,United States,www.exone.com,Machinery,,2005,LF,;;;;;;;;;,886
The_Gourmet Gang,(757) 486 0900,21-49,621 Lynnhaven Parkway,Suite 100,Virginia Beach,Virginia,23452,United States,www.gourmetgang.com,Food and Beverages,47290,,LF,He is only using the free version they dont need a paid version he also told me that he wrote an article for our website called Xtuple you.;;Seth McClain smcclain@hydeco.com 406-541-4777;;;;;;;,887
The Hyde Company,(678) 731 9918,,1639 Spalding Drive,,Altanta,Georgia,30350,United States,www.hydeco.com,Computer Software,,,LF,;James Ochs jochs@maroeste.com 859-488-1580 Maroeste Enterprises;;;;;;;;,888
The Jockey Club,(859) 224 2700,200-499,821 Corporate Dr,,Lexington,Kentucky,40503,United States,www.jockeyclub.com,Recreational Facilities and Services,82990,1894,LF,;;;;;;;;;,889
The Wheel Source Inc,(972) 771 7539,,102 E. Ross St,Suite B,Rockwall,Texas,75087,United States,www.wheel-source.com,Wholesalers,,,LF,local to us;;mahi@gourmetgang.com Mahi Maddis x 224;;;;;;;,890
Think Surgical,(510) 249 2300,100-199,47320 Mission Falls Court,,Fremont,California,94539,United States,www.thinksurgical.com,Medical Supplies and Equipment,,1992,LF,;;;;;;;;;,891
Thomas & Betts,(800) 816 7809,"2,000+",8155 T&B Blvd,,Memphis,Tennessee,38125,United States,www.tnb.com,Electrical/Electronic Manufacturing,,1898,LF,There are no prompts to get through;;Royce Thompson Managing Director;;;;;;;,892
Timbuk2,(415) 321 6806,21-49,583 Shotwell Street,,San Francisco,California,94110,United States,www.timbuk2.com,Consumer Goods,,1989,LF,;;;;;;;;;,893
Time Solutions Inc,(888) 313 0826,,11931 Industriplex Blvd,Suite 300,Baton Rouge,Louisiana,70809,United States,www.timesaverid.com,Business Supplies and Equipment,573131,1996,LF,;;;;;;;;;,894
To-Jo Mushrooms,(610) 268 8082,100-199,974 Penn Green Rd,,Avondale,Pennsylvania,19311,United States,www.to-jo.com,Food and Beverages,,1955,LF,;hitting pre-key PostBooks - we have no contact info;;;;;;;;,895
TODD Construction Inc,(503) 620 7652,21-49,18407 SW Boones Ferry Rd,,Tigard,Oregon,97224,United States,www.toddconstruction.com,Construction,85590,1942,LF,There is no IT dept and she switched me to a womans vm;duplicate in LEADS;;;;;;;;,896
Tombow USA,(800) 835 3232,,,,Suwanee (GA),Georgia,,United States,www.tombowusa.com,,,,LF,;JEFF HINN Jhinn@tombowusa.com president;multi-lingual; multi-currency needs;;;;;;;,897
Tommy John Inc,(800) 708 3490,21-49,307 7th Ave,Suite 2001,New York,New York,10001,United States,www.tommyjohn.com,Apparel and Fashion,,2008,LF,;mfg i think--rickster;maybe DIST? or PostBooks (if so; plz reassign to Cam);;;;;;;,898
Tory Burch LLC,(212) 334 3000,"2,000+",257 Elizabeth Street,,New York,New York,10012,United States,www.toryburch.com,Retail,0,2004,LF,;;;;;;;;;,899
Total Equipment And Service,(817) 573 3550,100-199,4801 Glen Rose Hwy,,Granbury,Texas,76048,United States,www.total-equipment.com,Oil and Energy,0,2004,LF,;;;;;;;;;,900
TouchTronics Inc,(800) 294 2570,,57315 Nagy Drive,,Elkhart,Indiana,46517,United States,www.touchtronics.com,Manufacturing,,,LF,";Natalie Rose Purchasing Mgr nrose@touchtronics.com; Tom Sneddon Sys Eng tom@touchtronics.com;Contacts:Natalie Rose - Purchasing ManagerTom Sneddon - Engineering;Old prospect.  That have been around for a LONG time.;;;;;;",901
Transcend Medical Inc,(650) 223 6600,21-49,127 Independence Dr,,Menlo Park,California,94025,United States,www.transcendmedical.com,Medical Supplies and Equipment,0,2005,LF,;;;;;;;;;,902
Transupport Inc,(603) 424 3111,20-Jan,53 Turbine Way,,Merrimack,New Hampshire,3054,United States,www.transupport.com,Aviation and Aerospace,559908,1972,LF,;Looks DIST -Cam;;;;;;;;,903
TRC Electronics Inc,(888) 612 9514,21-49,101B Domorah Drive,,Montgomeryville,Pennsylvania,18936,United States,www.trcelectronics.com,Electrical/Electronic Manufacturing,,1982,LF,;;;;;;;;;,904
TreeHouse,(708) 483 1300,"2,000+",2021 Spring Rd,,Oak Brook,Illinois,60523,United States,www.treehousefoods.com,Food and Beverages,,2005,LF,Noone is at the desk.;;;;;;;;;,905
Trend Offset Printing Services Inc,(562) 598 2446,500-999,3701 Catalina Street,,Los Alamitos,California,90720,United States,www.trendoffset.com,Printing,,1986,LF,;;;;;;;;;,906
Trew Audio,(888) 293 3030,100-199,2243 N Hollywood Way,,Burbank,California,91505,United States,www.trewaudio.com,Electrical/Electronic Manufacturing,,,LF,;;;;;;;;;,907
Tri Tec Electronics Inc,(203) 573 8491,,33 Fifth Street,,Waterbury,Connecticut,6708,United States,www.tritecelectronics.com,Electrical/Electronic Manufacturing,,,LF,;DIST?;;;;;;;;,908
Tricension,(866) 682 3021,21-49,2345 Grand Blvd,Suite 600,Kansas City,,64108,United States,www.tricension.com,Information Technology and Services,,2008,LF,;Mike Lammers CEO mike.lammers@tricension.com (Netsuite; MSFT) - make appointment w/xTuple's Danielle Kerner;;;;;;;;,909
Tricon Geophysics Inc,(713) 532 5006,,10111 Richmond Ave,Suite 230,Houston,Texas,77042,United States,www.tricongeophysics.com,Oil and Energy,,,LF,;Alan Guzowski CEO;;;;;;;;,910
TriMark,(641) 394 3188,200-499,500 Bailey Ave,,New Hampton,Iowa,50659,United States,www.trimarkcorp.com,Manufacturing,,1971,LF,;;;;;;;;;,911
Trimble Navigation Limited,(214) 440 1265,"2,000+",1600 Tenth Street,Suite A,Plano,Texas,75074,United States,www.trimble.com,Consultants,0,1978,LF,NA;;did not convert with free demo or PostBooks webforms-no contact info;didn't complete FT form on 1/3/17;;;;;;,912
Triple Inc,(248) 583 1911,50-99,1441 Allen Dr,,Troy,Michigan,48083,United States,www.tripleinc.com,Manufacturing,71111,1950,LF,;Randy Krzewski Controller (they're in Detroit area);;;;;;;;,913
Tru Tech System,(877) 878 8324,,24550 N. River Road,,Mt. Clemens,Michigan,48043,United States,www.trutechsystems.com,Manufacturing,,1989,LF,;;;;;;;;;,914
Tube Fab/Roman Engineering Co Inc,(800) 622 9366,100-199,1715 M-68,,Afton,Michigan,49705,United States,www.tubefab.org,Manufacturing,71122,1970,LF,;Pipe&Tube lead?;;;;;;;;,915
Tyco International Ltd,(561) 912 6000,"2,000+",6600 Congress Ave,,Boca Raton,Florida,33487,United States,www.tyco.com,Manufacturing,62012,1960,LF,;;;;;;;;;,916
Tyler Technologies,(979) 690 2811,"2,000+",5101 Tennyson Parkway,,Plano,Texas,75024,United States,www.tylertech.com,Computer Software,,1966,LF,;President andrew.teed@tylertech.com;;;;;;;;,917
Tyler Technologies,(425) 254 1400,"2,000+",1601 E Valley Rd,Suite 200,Renton,Washington,98057,United States,www.tylertech.com,Computer Software,,1966,LF,;;;;;;;;;,918
U.S. Coating Company,(803) 957 3377,,465 Industrial Drive,,Lexington,South Carolina,29072,United States,www.uscoating.com,Manufacturing,,,LF,;;;;;;;;;,919
Ultragenyx Pharmaceutical,(415) 483 8800,200-499,60 Leveroni Court,,Novato,California,94949,United States,www.ultragenyx.com,Pharmaceuticals,,2010,LF,;;;;;;;;;,920
Unarco Material Handling Inc,(615) 384 3531,500-999,701 16th Avenue East,,Springfield,Tennessee,37172,United States,www.unarcorack.com,Manufacturing,,1934,LF,";sounds like Cornerstonemissy;;;;;;;;",921
United Construction Corporation,(262) 637 5681,,2425 S Memorial Dr,Racine (WI),Racine,Wisconsin,53403,United States,www.unitedconstruction.net,Construction,,1964,LF,No answer just rang.;;using free PostBooks - no contact info;;;;;;;,922
United Distribution Services Inc,(732) 346 1700,100-199,1180 King Georges Post Road,,Edison,New Jersey,8837,United States,www.uniteddistributionservices.com,Logistics and Supply Chain,,1995,LF,;;;;;;;;;,923
United States Stove Company,(800) 750 2723,100-199,227 Industrial Park Road,,South Pittsburg,Tennessee,37380,United States,www.usstove.com,Manufacturing,0,1869,LF,;;;;;;;;;,924
United Technologies,(949) 737 7800,"2,000+",2995 Red Hill Ave,,Costa Mesa,California,92626,United States,www.utcfireandsecurity.com,Aviation and Aerospace,,1934,LF,;;;;;;;;;,925
United Technologies Research Center,(860) 728 7000,500-999,411 Silver Lane,,East Hartford,Connecticut,6108,United States,www.utrc.utc.com,Aviation and Aerospace,0,1929,LF,;;;;;;;;;,926
UniTrak Corporation Ltd,(905) 885 8168,,,,Port Hope (ON),,,Canada,www.unitrak.com,,,,LF,"Ted nor Neil was at their desk.;;Ted Gorsline tgorsline@unitrak.com or neil@unitrak.com;opp with KMichienzi;mfg--rick;DISTmissy;;;;",927
University of Calgary,(403) 220 5110,,,,Calgary (AB),,,Canada,www.ucalgary.ca,,,,LF,Darren Chaddock dchaddoc@ucalgary.ca; Pinchas Nisenson Strategic Planning nisenson@ucalgary.ca; Khee Teck Wong wongkt@enme.ucalgary.ca Engineering Dept;Called and there was no answer...vm came on;;using very old version of PostBooks - need upgrade! Darren Chaddock dchaddoc@ucalgary.ca - using in classroom?;;;;;;,928
Ursa Information Systems,(855) 877 2377,20-Jan,1706 Plum Lane,Suite 127,Redlands,California,92374,United States,www.ursainfosystems.com,Information Technology and Services,0,2010,LF,";Greg Mader CEO gmader@ursainfosystems.com909-499-1126;;;;;;;;",929
US Colorworks,(888) 710 0488,100-199,4910 Starcrest Dr,,Monroe,North Carolina,28110,United States,www.uscolorworks.com,Printing,,2011,LF,;Rodney Mcdonald president affiliated http://www.logodogz.com/;;;;;;;;,930
USG,(312) 436 4000,"2,000+",550 W Adams St,,Chicago,Illinois,60661,United States,www.usg.com,Manufacturing,,1902,LF,;;;;;;;;;,931
V E C Technologies LLC,(570) 865 6140,,203 Wilson Street,,Jersey Shore,Pennsylvania,17740,United States,,Research,,,LF,;Victor Cosentine (PostBooks¨ key request) victorc@evowire.com;;;;;;;;,932
Valeo,(513) 682 6100,,,,Hamilton (OH),Ohio,,United States,www.valeo.com,,,,LF,";DIST to auto mktmissy;;;;;;;;",933
Van Gogh Designs,(604) 543 9200,,,,Surrey (BC),,,Canada,www.vangoghdesigns.com,,,,LF,;;;;;;;;;,934
Vandale Industries Inc,(212) 683 8181,50-99,180 Madison Ave,2nd Floor,New York,New York,10016,United States,www.vandale.com,Apparel and Fashion,85310,1982,LF,;Annamaria Siegel CFO;;;;;;;;,935
Vanwin Coatings Of Virginia LLC,(757) 487 5080,21-49,2601 Trade St,,Chesapeake,Virginia,23323,United States,www.vanwincoatings.com,Manufacturing,74100,1987,LF,think this is MFG;;Jennifer Whitman CEO/Owner; Mike Hall VP-Production (local);;;;;;;,936
VAPRO Supply,(855) 414 8273,21-49,4150 Freidrich Lane,Suite J,Austin,Texas,78744,United States,www.vaprosupply.com,Consumer Goods,,2013,LF,;Abraham Aboody co-owner - invite to https://xtuple.com/roadshow-houston;;;;;;;;,937
Vast-Auto Distribution,(514) 955 3181,,,,Montreal (QC),,,Canada,www.vastauto.com,,,,LF,;Joey Miceli VP;;;;;;;;,938
Vector Horizon Technology LLC,(270) 282 2095,20-Jan,2413 Nashville Rd,Suite 109,Bowling Green,Kentucky,42101,United States,www.vhtek.com,Retail,553111,,LF,;;;;;;;;;,939
Venture 3 Systems LLC,(800) 730 6893,21-49,2805 Sterling Drive,,Hatfield,Pennsylvania,19440,United States,www.telikin.com,Consumer Electronics,0,2008,LF,;mfg? rick;;;;;;;;,940
Veolia,(816) 889 4900,"2,000+",115 Grand Blvd,,Kansas City,Missouri,64106,United States,www.veolianorthamerica.com,Environmental Services,0,1853,LF,;;;;;;;;;,941
Verathon,(800) 331 2313,500-999,20001 North Creek Pkwy,,Bothell,Washington,98011,United States,www.verathon.com,Medical Supplies and Equipment,,1984,LF,;;;;;;;;;,942
Vermont Coffee Company,(888) 308 5099,21-49,1197 Exchange St,Suite 3,Middlebury,Vermont,5753,United States,www.vermontcoffeecompany.com,Wholesalers,18130,1979,LF,;;;;;;;;;,943
Versa Tech Metal Fab Inc,(503) 257 9484,,12920 NE Whitaker Way,,Portland,Oregon,97230,United States,www.versa-tech.com,Mining and Metals,,,LF,;;;;;;;;;,944
VIA Motors,(801) 764 9111,200-499,165 Mountain Way Dr,,Orem,Utah,84058,United States,www.viamotors.com,Utilities,94120,2010,LF,";mfgmissy;;;;;;;;",945
Victor Stanley Inc,(800) 368 2573,100-199,2103 Brickhouse Rd,,Dunkirk,Maryland,20754,United States,www.victorstanley.com,Wholesalers,,1962,LF,;;;;;;;;;,946
Victory International (USA) LLC,(732) 417 5900,21-49,75 Newfield Ave,,Edison,New Jersey,8837,United States,www.victoryinternational.net,Health and Beauty,56101,1997,LF,Left a voice mail message for Sean Monga;Sean is on a conference call right now;Sean Monga is the vm I was switched to the receptionist said that they dont have an IT department;;;Anil K. Monga CEO;;;;;,947
Village Homes,(512) 385 9700,20-Jan,17325 Highway 21,,Mustang Ridge,Texas,78616,United States,www.villagehomesaustin.com,Construction,154212,,LF,;MFG--rick;;;;;;;;,948
Virginia Tile,(734) 762 2400,21-49,28320 Plymouth Road,,Livonia,Michigan,48150,United States,www.virginiatile.com,"Glass, Ceramics and Concrete",0,1928,LF,;;;;;;;;;,949
Vision/R4 Corporation,(514) 848 1166,,,,Montreal (QC),,,Canada,www.visionca.com,,,,LF,;;;;;;;;;,950
Vision33,(709) 722 7213,,,,St. John's (NL),,,Canada,www.vision33.com,,,,LF,may be a duplicate in LEADS;;Alex Rooney VP (on VAR prospect list) diff location from this Visit- he's in Irvine CA 949-420-3300 alex.rooney@vision33.com;;;;;;;,951
Vision33,(647) 494 0353,,,,Mississauga (ON),,,Canada,www.vision33.com,,,,LF,;;;;;;;;;,952
Volta Llc,(832) 369 2420,100-199,1616 Gears Rd,,Houston,Texas,77067,United States,www.volta-us.com,Wholesalers,85422,,LF,james.pixley@volta-us.com Mfg Mgr;;;;;;;;;,953
VPI Corporation,(800) 874 4240,21-49,3123 South 9th Street,,Sheboygan,Wisconsin,53082,United States,www.vpicorp.com,Building Materials and Tools,,,LF,;;;;;;;;;,954
VSP Technologies,(800) 334 6013,100-199,8140 Quality Drive,,Prince George,Virginia,23875,United States,www.vsptechnologies.com,Mechanical or Industrial Engineering,,1979,LF,;;;;;;;;;,955
VTI Instruments Corp,(216) 447 8950,100-199,5425 Warner Rd,Suite 13,Cleveland,Ohio,44125,United States,www.vtiinstruments.com,Electrical/Electronic Manufacturing,95110,1990,LF,;;;;;;;;;,956
W.P. & R.S. Mars Co,(800) 862 6093,100-199,215 E 78th Street,,Bloomington,Minnesota,55420,United States,www.marssupply.com,Wholesalers,,1924,LF,Jim is the IT manager and he is out of the office on the road today.;;;;;;;;;,957
Wallenstein Feed & Supply Ltd,(519) 669 5143,,,,Wallenstein (ON),,,Canada,www.wfs.ca,,,,LF,;;;;;;;;;,958
Wallis Companies,(800) 467 6652,500-999,106 E Washington St,,Cuba,Missouri,65453,United States,www.wallisco.com,Oil and Energy,0,1968,LF,;;;;;;;;;,959
Walpole & Co LLP,(805) 569 9864,21-49,70 Santa Felicia Dr,,Goleta,California,93117,United States,www.walpolecpa.com,Accounting,,1974,LF,Not the right industry;;;;;;;;;,960
Walsworth,(800) 369 2646,"2,000+",306 N. Kansas Ave,,Marceline,Missouri,64658,United States,www.walsworth.com,Publishing,,1937,LF,;;;;;;;;;,961
Warren Averett CPAs & Advisors,(205) 979 4100,500-999,2500 Acton Rd,,Birmingham,Alabama,35243,United States,www.warrenaverett.com,Accounting,872101,,LF,Not at her desk;no answer;Heather Flaherty speak to her she is not at her desk.;;;;;;;,962
Warren Manufacturing Inc,(800) 221 3106,100-199,900 38th St North,,Birmingham,Alabama,35222,United States,www.feedtrucks.com,Manufacturing,,1985,LF,;;;;;;;;;,963
WaterFurnace,(800) 436 7283,200-499,9000 Conservation Way,,Fort Wayne,Indiana,46809,United States,www.waterfurnace.com,Environmental Services,,1983,LF,;;;;;;;;;,964
Watson Label Products Inc,(800) 678 6715,21-49,10616 Trenton Ave,,St. Louis,Missouri,63132,United States,www.wlp.com,Manufacturing,275910,1984,LF,;;;;;;;;;,965
Wayne Trail,(937) 295 2120,200-499,203 East Park Street,,Irving,Texas,45845,United States,www.waynetrail.com,Industrial Automation,,1962,LF,;;;;;;;;;,966
Weatherford Canada Partnership,(780) 955 8070,,,,Nisku (AB),,,Canada,www.weatherford.com,,,,LF,;Want a contact for this one. Thanks. - Cam;;;;;;;;,967
Webb Plumbing Heating & Electric Corp,(423) 745 3590,,1418 S White St,,Athens,Tennessee,37303,United States,,"Plumbing, Heating, Cooling and Ventilation",,,LF,;;;;;;;;;,968
Weigh Right Automatic Scale Co,(800) 571 0249,21-49,612 A Mills Road,,Joliet,Illinois,60433,United States,www.weighright.com,Machinery,356502,1933,LF,Steve Omberg is the manager;;;;;;;;;,969
Weis Markets Inc,(866) 999 9347,"2,000+",1000 South Second Street,,Sunbury,Pennsylvania,17801,United States,www.weismarkets.com,Retail,,1912,LF,;;;;;;;;;,970
Welded Tubes Inc,(440) 437 5144,100-199,135 Penniman Road,,Orwell,Ohio,44076,United States,www.weldedtubes.com,Manufacturing,,1958,LF,;;;;;;;;;,971
Wenthe-Davidson Engineering Co.,(262) 782 1550,,,,New Berlin (WI),Wisconsin,,United States,www.wenthe-davidson.com,,,,LF,;;;;;;;;;,972
Wertz & Company LLP,(949) 756 5000,21-49,5450 Trabuco Road,,Irvine,California,92620,United States,www.wertzco.com,Accounting,,,LF,they are up against a tax deadline today cb next week she said;;partner prospect?;;;;;;;,973
Western Diazo Coaters Ltd,(403) 247 7474,,,,Calgary (AB),,,Canada,www.westerndiazo.com,,,,LF,;;;;;;;;;,974
Wheels,(847) 699 7000,500-999,666 Garland Place,,Des Plaines,Illinois,60016,United States,www.wheels.com,Consultants,84110,1939,LF,;Tim O'Hara CIO;;;;;;;;,975
Whip Mix Corp,(800) 626 5651,100-199,361 Farmington Ave,,Louisville,Kentucky,40209,United States,www.whipmix.com,Wholesalers,504719,1919,LF,;;;;;;;;;,976
White Ware,(866) 771 0217,20-Jan,2222 Wealthy St SE,,Grand Rapids,Michigan,49506,United States,www.whiteware.com,Computer Software,,1982,LF,not available;Nobody answered;David Whitehouse president dww@whiteware.com;;;;;;;,977
Whitestone Farms,(907) 803 3075,20-Jan,Mile 275 Richardson Highway,,Delta Junction,Alaska,99737,United States,www.whitestonefarm.com,Agriculture,,1981,LF,;;;;;;;;;,978
